"final_gene","geneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Vitvi05_01chr06g09070","Vitvi05_01chr06g09070",3523.8227710647,2.80107261984375,0.154168914534574,18.1688547804854,9.10795263172237e-74,2.38081881793223e-69
"Vitvi05_01chr01g00910","Vitvi05_01chr01g00910",590.152542880683,3.61763334112373,0.211756205233277,17.0839543386152,1.95414873966633e-65,2.55407240274389e-61
"Vitvi05_01chr03g11170","Vitvi05_01chr03g11170",3551.13637585298,-5.14620014590292,0.326848437229605,-15.7449128088925,7.44336404795795e-56,6.48565120712069e-52
"Vitvi05_01chr08g18130","Vitvi05_01chr08g18130",3474.93690832179,1.56875185793315,0.101139717476997,15.5107399651373,2.93477155245499e-54,1.91787320952934e-50
"Vitvi05_01chr16g16390","Vitvi05_01chr16g16390",8300.90385275582,-7.50846003726559,0.498194715914011,-15.0713361611839,2.50005276844681e-51,1.30702758734399e-47
"HSP20-32","Vitvi05_01chr13g06290",6561.14449003654,-6.9157516749187,0.485195753364547,-14.2535288632723,4.26189064489248e-46,1.85676369095816e-42
"HSP20-31","Vitvi05_01chr13g06220",5091.60505985635,-6.9813552490596,0.494532644648924,-14.1170766472166,2.98103274671264e-45,1.11320279998669e-41
"HSP20-1","Vitvi05_01chr01g20640",2948.78895751917,-5.93049705921231,0.428391718777831,-13.8436314225018,1.3900299458184e-43,4.54192284796161e-40
"HSP20-14","Vitvi05_01chr06g08500",11192.2655723731,-12.2814318518873,0.90770383331219,-13.5302192203736,1.03713895288228e-41,3.01231246981586e-38
"HSP20-22","Vitvi05_01chr13g04160",716.741908503717,-5.14755682157431,0.387006275764784,-13.3009647231222,2.28500871420382e-40,5.97301277892879e-37
"HSP20-36","Vitvi05_01chr13g06460",944.74950082213,-7.67242933361026,0.583848339085853,-13.1411341267549,1.91337303805934e-39,4.54687011044282e-36
"Hsp70-5","Vitvi05_01chr11g10550",17927.8056375325,-6.93604690580893,0.535337295828483,-12.9564051670915,2.16141618696157e-38,4.70828492726461e-35
"SLD-1","Vitvi05_01chr04g01330",706.967991910518,3.14122894428165,0.246583730198576,12.7389951549196,3.58988650063234e-37,7.21843331742534e-34
"Vitvi05_01chr07g06000","Vitvi05_01chr07g06000",1969.15638501256,-7.02383113882225,0.557206015197207,-12.6054474417983,1.97051126435308e-36,3.67922603215639e-33
"Vitvi05_01chr01g04500","Vitvi05_01chr01g04500",570.351298556028,-3.45541856515185,0.274590298555268,-12.583906217125,2.58904019687614e-36,4.51183404975615e-33
"GA20ox6","Vitvi05_01chr18g02850",66.007504785789,5.50782051444189,0.439489029389947,12.5323276489683,4.96827950221865e-36,8.11692663674972e-33
"Vitvi05_01chr18g23680","Vitvi05_01chr18g23680",413.650334479316,2.32671731701865,0.189607795629831,12.2712112615932,1.29304364621682e-34,1.98824475953575e-31
"Vitvi05_01chr02g04920","Vitvi05_01chr02g04920",564.689434881649,-4.46296145219469,0.366645524489123,-12.1724149187783,4.35989580621665e-34,6.33153757636129e-31
"HSP20-29","Vitvi05_01chr13g06080",4122.23776121295,-5.97984588237845,0.493446634754723,-12.1185260192338,8.42609084101739e-34,1.15925270833787e-30
"HSP20-35","Vitvi05_01chr13g06400",588.075034644326,-8.5298116008916,0.710275684299933,-12.0091561480087,3.18074061824391e-33,4.15722798804479e-30
"VINV1","Vitvi05_01chr02g07160",327.069450315534,-4.10306031835021,0.342822024180632,-11.968485187487,5.19687606732915e-33,6.46887335238019e-30
"Vitvi05_01chr10g00450","Vitvi05_01chr10g00450",613.603605429066,4.07798482643422,0.347271740864627,11.7429215987485,7.67871573392393e-32,9.12371042203507e-29
"Vitvi05_01chr14g29160","Vitvi05_01chr14g29160",3980.78217950307,-5.77954248384843,0.49279034730642,-11.7281974280529,9.13840409630351e-32,1.03859949164076e-28
"Vitvi05_01chr10g05450","Vitvi05_01chr10g05450",880.247523441695,-2.93334335519867,0.25120939229742,-11.6768856784054,1.67313884974104e-31,1.82232706384295e-28
"Vitvi05_01chr01g13580","Vitvi05_01chr01g13580",737.995475100923,1.35916452352181,0.117422976685168,11.5749452269974,5.52065063594278e-31,5.77239230494177e-28
"HSP20-42","Vitvi05_01chr18g37180",1581.18320510035,-9.3973011758664,0.813229294199261,-11.555536972041,6.92134988654503e-31,6.95861869362642e-28
"Vitvi05_01chr07g15990","Vitvi05_01chr07g15990",167.984149765855,-3.26355770566146,0.282936601568012,-11.5345900373974,8.83068527017766e-31,8.24407546294443e-28
"HSP20-21","Vitvi05_01chr12g23020",5143.24557706332,-9.55580773394198,0.828410441993035,-11.5351126078905,8.77722412531844e-31,8.24407546294443e-28
"GA2ox3","Vitvi05_01chr19g16210",342.587732633446,3.1669070945226,0.274718117791464,11.5278421386338,9.55076059459629e-31,8.60885799802576e-28
"Vitvi05_01chr13g15900","Vitvi05_01chr13g15900",420.353359433988,-4.5681287134772,0.397077681548493,-11.5043703681929,1.25401152824376e-30,1.09266204494306e-27
"Vitvi05_01chr17g10550","Vitvi05_01chr17g10550",10709.9771417511,-4.87115642250692,0.424909916276195,-11.4639744470934,2.00116090691534e-30,1.68743051957313e-27
"HSP20-19","Vitvi05_01chr09g08380",1491.7497974885,-7.93249290237667,0.694951808688413,-11.4144503305167,3.54135674248855e-30,2.89284578902033e-27
"HSP20-26","Vitvi05_01chr13g06010",1802.36291391113,-5.54885981318618,0.487844680123441,-11.3742345448599,5.6193691998437e-30,4.4512215419368e-27
"Vitvi05_01chr08g12970","Vitvi05_01chr08g12970",1642.45536830719,-4.5517633577184,0.401066574614607,-11.3491466151032,7.4890044449181e-30,5.75772282912233e-27
"HSP20-40","Vitvi05_01chr16g21240",19260.9327717898,-8.00980068824719,0.706240945814357,-11.3414561074637,8.1772402061937e-30,6.10723025685438e-27
"Vitvi05_01chr07g28730","Vitvi05_01chr07g28730",92090.3519828113,-2.03522274392956,0.180066077914991,-11.3026438266201,1.2732602277855e-29,9.2175101547838e-27
"DJC26","Vitvi05_01chr08g06170",813.164669085156,-2.93627399467127,0.259835708330725,-11.3005022040077,1.30469730576511e-29,9.2175101547838e-27
"Hsp70-8","Vitvi05_01chr05g07390",1866.40617832245,-6.07152828350119,0.537977431183594,-11.2858419918162,1.54158315265446e-29,1.06044693711546e-26
"Vitvi05_01chr01g06810","Vitvi05_01chr01g06810",108.706225576563,2.00890861870558,0.178619995388899,11.2468294175672,2.40067248035448e-29,1.60906611888374e-26
"Vitvi05_01chr10g11880","Vitvi05_01chr10g11880",834.166095087925,2.42443084902056,0.216604559483851,11.1928892669561,4.41798565266797e-29,2.88715362401852e-26
"Vitvi05_01chr13g04450","Vitvi05_01chr13g04450",746.484695506605,2.60639229900637,0.233068313713965,11.1829542912688,4.94170268162115e-29,3.15063678286773e-26
"GT6","Vitvi05_01chr11g18830",2319.71293622827,1.36347204414018,0.123149102069215,11.0717173022817,1.72071116177575e-28,1.07093785163853e-25
"Hsp70-20","Vitvi05_01chr06g06750",10853.6931395573,-3.43374910436884,0.311186346230318,-11.0343822791872,2.6083769913506e-28,1.58565057102104e-25
"Vitvi05_01chr04g01670","Vitvi05_01chr04g01670",548.495047896751,-5.16884665452957,0.468533434277641,-11.0319697088397,2.67931646195429e-28,1.59175755262466e-25
"Hsp70-6","Vitvi05_01chr18g30980",2911.43786871644,-3.55832493396859,0.323703700519823,-10.9925370894878,4.15091066346951e-28,2.41121788317984e-25
"Vitvi05_01chr06g09820","Vitvi05_01chr06g09820",434.563349622377,-3.91189863447425,0.355984990624586,-10.9889426169646,4.31956845106e-28,2.45464172414584e-25
"HSFB2A","Vitvi05_01chr16g13950",93.2300016213626,-4.40323019445299,0.400777417993444,-10.9867222971256,4.42712707633261e-28,2.46223620798584e-25
"Vitvi05_01chr14g30160","Vitvi05_01chr14g30160",12303.817013686,-3.20316390790884,0.297153752336373,-10.7794832901283,4.3029602593711e-27,2.34332044124918e-24
"FKBP42","Vitvi05_01chr13g25960",211.043732124026,-1.9341229899425,0.179941868719521,-10.748598998698,6.01685499951374e-27,3.20980795280182e-24
"HSP20-10","Vitvi05_01chr04g01760",255.163582129618,-6.2833912168667,0.584806026710595,-10.7444022973043,6.29684416795027e-27,3.2919901310044e-24
"DJB5","Vitvi05_01chr10g08980",3048.64676627829,-3.31407211762771,0.309190438330071,-10.7185465874266,8.33020174006084e-27,4.26963673500373e-24
"Vitvi05_01chr07g10670","Vitvi05_01chr07g10670",257.579477366485,1.20477688943769,0.11331029197095,10.6325459804355,2.10291902365088e-26,1.05712121688912e-23
"Vitvi05_01chr04g17420","Vitvi05_01chr04g17420",189.451879863215,-1.3430969164745,0.126717139704821,-10.5991732420977,3.00626036119212e-26,1.47910823215713e-23
"GOLS1A","Vitvi05_01chr07g07080",6720.57708145409,-5.65039127933709,0.537684140917844,-10.508755697521,7.87253657246776e-26,3.74160192735104e-23
