final_gene,geneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Vitvi05_01chr14g05020,Vitvi05_01chr14g05020,170.713972111504,-0.714754237512188,0.143511307404147,-4.98047331907685,6.34289473380011e-7,0.00756447822107577
pPLA-IIα3,Vitvi05_01chr18g12290,555.509706594116,-0.992636211610878,0.199446894719632,-4.97694493066064,6.4595689518601e-7,0.00756447822107577
Vitvi05_01chr16g20640,Vitvi05_01chr16g20640,1315.53579675864,0.885831454940078,0.183945059919361,4.81573930459679,1.4665588857402e-6,0.0114494252209737
Vitvi05_01chr08g15780,Vitvi05_01chr08g15780,1081.25876516879,-0.869943542668378,0.187019064327312,-4.65163028056779,3.29321117292177e-6,0.0192825747202502
Vitvi05_01chr04g00260,Vitvi05_01chr04g00260,417.90294113114,-1.11225362126693,0.246582490910003,-4.51067558431338,6.46214860967293e-6,0.0268880584590779
Vitvi05_01chr04g00270,Vitvi05_01chr04g00270,820.519599041584,-1.06331750511898,0.23644439635889,-4.49711442306717,6.88819225286997e-6,0.0268880584590779
Vitvi05_01chr04g00250,Vitvi05_01chr04g00250,2244.29500940758,-1.06909306053415,0.241333380897444,-4.42994274790549,9.42581086021615e-6,0.0275952395196403
Vitvi05_01chr13g10860,Vitvi05_01chr13g10860,3595.9093869817402,-0.675994330070793,0.151945361017804,-4.44893036248461,8.62989883026955e-6,0.0275952395196403
Vitvi05_01chr12g14900,Vitvi05_01chr12g14900,43.8543148333061,-0.731194716943795,0.171926930022963,-4.25293883189873,2.10983221434721e-5,0.0449221639020236
Vitvi05_01chr01g21970,Vitvi05_01chr01g21970,25.0421287207742,-1.18250619128614,0.281436141060373,-4.20168563579215,2.64934867905393e-5,0.0495499353231875
Vitvi05_01chr09g03440,Vitvi05_01chr09g03440,653.465004769554,-1.20754840269439,0.289817282440264,-4.16658521026361,3.09196351002892e-5,0.0495499353231875
Vitvi05_01chr09g04780,Vitvi05_01chr09g04780,97.85680893767,0.534022166994274,0.128350655980377,4.16065007938813,3.17342995537258e-5,0.0495499353231875
