pathway,gene
GO:0004888,Vitvi05_01chr13g02780
GO:0004888,Vitvi05_01chr16g14800
GO:0004888,Vitvi05_01chr10g06390
GO:0004888,Vitvi05_01chr08g16260
GO:0004888,Vitvi05_01chr02g11570
GO:0004888,Vitvi05_01chr08g13840
GO:0004888,Vitvi05_01chr10g13810
GO:0004888,Vitvi05_01chr15g13860
GO:0004888,Vitvi05_01chr09g17010
GO:0004888,Vitvi05_01chr04g10100
GO:0004888,Vitvi05_01chr09g04870
GO:0004888,Vitvi05_01chr03g01960
GO:0004888,Vitvi05_01chr12g02810
GO:0004888,Vitvi05_01chr07g06590
GO:0004888,Vitvi05_01chr04g02320
GO:0004888,Vitvi05_01chr09g17310
GO:0004888,Vitvi05_01chr09g17580
GO:0004888,Vitvi05_01chr14g28490
GO:0004888,Vitvi05_01chr10g13110
GO:0004888,Vitvi05_01chr04g10300
GO:0004888,Vitvi05_01chr16g13930
GO:0004888,Vitvi05_01chr04g17160
GO:0004888,Vitvi05_01chr09g17280
GO:0004888,Vitvi05_01chr14g28860
GO:0004888,Vitvi05_01chr06g04090
GO:0004888,Vitvi05_01chr01g08500
GO:0004888,Vitvi05_01chr07g10970
