pathway,gene
GO:0005618,Vitvi05_01chr14g20610
GO:0005618,Vitvi05_01chr08g08250
GO:0005618,Vitvi05_01chr09g08500
GO:0005618,Vitvi05_01chr14g00300
GO:0005618,Vitvi05_01chr08g01620
GO:0005618,Vitvi05_01chr01g15290
GO:0005618,Vitvi05_01chr10g01650
GO:0005618,Vitvi05_01chr10g00490
GO:0005618,Vitvi05_01chr17g01710
GO:0005618,Vitvi05_01chr17g14250
GO:0005618,Vitvi05_01chr13g08330
GO:0005618,Vitvi05_01chr08g08920
GO:0005618,Vitvi05_01chr12g07510
GO:0005618,Vitvi05_01chr18g17340
GO:0005618,Vitvi05_01chr15g13650
GO:0005618,Vitvi05_01chr17g09330
GO:0005618,Vitvi05_01chr14g00790
GO:0005618,Vitvi05_01chr14g20640
GO:0005618,Vitvi05_01chr14g20620
GO:0005618,Vitvi05_01chr09g14840
GO:0005618,Vitvi05_01chr01g10920
GO:0005618,Vitvi05_01chr12g08310
GO:0005618,Vitvi05_01chr09g01090
GO:0005618,Vitvi05_01chr18g25990
GO:0005618,Vitvi05_01chr15g16610
GO:0005618,Vitvi05_01chr03g18540
GO:0005618,Vitvi05_01chr19g08470
GO:0005618,Vitvi05_01chr02g07160
GO:0005618,Vitvi05_01chr11g06110
GO:0005618,Vitvi05_01chr02g07790
GO:0005618,Vitvi05_01chr15g13540
GO:0005618,Vitvi05_01chr15g19410
GO:0005618,Vitvi05_01chr01g05990
GO:0005618,Vitvi05_01chr08g13030
GO:0005618,Vitvi05_01chr09g04940
GO:0005618,Vitvi05_01chr11g04370
GO:0005618,Vitvi05_01chr03g18630
GO:0005618,Vitvi05_01chr12g23010
GO:0005618,Vitvi05_01chr17g00020
GO:0005618,Vitvi05_01chr02g07150
GO:0005618,Vitvi05_01chr14g20570
GO:0005618,Vitvi05_01chr07g20580
GO:0005618,Vitvi05_01chr18g31980
GO:0005618,Vitvi05_01chr17g16960
GO:0005618,Vitvi05_01chr10g10800
GO:0005618,Vitvi05_01chr12g21620
GO:0005618,Vitvi05_01chr06g00680
GO:0005618,Vitvi05_01chr14g20630
GO:0005618,Vitvi05_01chr14g22100
GO:0005618,Vitvi05_01chr04g01250
GO:0005618,Vitvi05_01chr19g04070
GO:0005618,Vitvi05_01chr05g00290
GO:0005618,Vitvi05_01chr12g00150
GO:0005618,Vitvi05_01chr14g30330
GO:0005618,Vitvi05_01chr14g21570
GO:0005618,Vitvi05_01chr08g17290
GO:0005618,Vitvi05_01chr08g23950
GO:0005618,Vitvi05_01chr00g00420
GO:0005618,Vitvi05_01chr00g03210
GO:0005618,Vitvi05_01chr19g10700
GO:0005618,Vitvi05_01chr19g09630
GO:0005618,Vitvi05_01chr10g09370
GO:0005618,Vitvi05_01chr18g03920
GO:0005618,Vitvi05_01chr10g03100
GO:0005618,Vitvi05_01chr01g04250
GO:0005618,Vitvi05_01chr01g24400
GO:0005618,Vitvi05_01chr12g14500
GO:0005618,Vitvi05_01chr04g04440
GO:0005618,Vitvi05_01chr07g02080
GO:0005618,Vitvi05_01chr13g02680
GO:0005618,Vitvi05_01chr10g03090
GO:0005618,Vitvi05_01chr10g14110
GO:0005618,Vitvi05_01chr17g03010
GO:0005618,Vitvi05_01chr05g08110
GO:0005618,Vitvi05_01chr01g09640
GO:0005618,Vitvi05_01chr11g01060
GO:0005618,Vitvi05_01chr05g07360
GO:0005777,Vitvi05_01chr19g16950
GO:0005777,Vitvi05_01chr03g02460
GO:0005777,Vitvi05_01chr07g05120
GO:0005777,Vitvi05_01chr10g14460
GO:0005777,Vitvi05_01chr06g18540
GO:0005777,Vitvi05_01chr03g02260
GO:0005777,Vitvi05_01chr15g14490
GO:0005777,Vitvi05_01chr07g18460
GO:0005777,Vitvi05_01chr16g09930
GO:0005777,Vitvi05_01chr14g26530
GO:0005777,Vitvi05_01chr04g16690
GO:0005777,Vitvi05_01chr07g05140
GO:0005777,Vitvi05_01chr05g14350
GO:0005777,Vitvi05_01chr01g10110
GO:0005777,Vitvi05_01chr04g13550
GO:0005777,Vitvi05_01chr09g04730
GO:0005777,Vitvi05_01chr09g01260
GO:0005777,Vitvi05_01chr14g01010
GO:0005777,Vitvi05_01chr13g14720
GO:0005777,Vitvi05_01chr14g07190
GO:0005777,Vitvi05_01chr05g10130
GO:0005777,Vitvi05_01chr07g05160
GO:0005777,Vitvi05_01chr09g17920
GO:0005777,Vitvi05_01chr05g00450
GO:0005777,Vitvi05_01chr05g00460
GO:0005777,Vitvi05_01chr02g13570
GO:0005777,Vitvi05_01chr10g02620
GO:0005777,Vitvi05_01chr08g22670
GO:0005777,Vitvi05_01chr19g01270
GO:0005777,Vitvi05_01chr05g10150
GO:0005777,Vitvi05_01chr06g19380
GO:0005777,Vitvi05_01chr05g01420
GO:0005777,Vitvi05_01chr11g04410
GO:0005777,Vitvi05_01chr07g05150
GO:0005777,Vitvi05_01chr14g07160
GO:0005777,Vitvi05_01chr07g04750
GO:0005777,Vitvi05_01chr10g08700
GO:0005777,Vitvi05_01chr05g26100
GO:0005871,Vitvi05_01chr08g24530
GO:0005871,Vitvi05_01chr18g09390
GO:0005871,Vitvi05_01chr17g05990
GO:0005871,Vitvi05_01chr05g11520
GO:0005871,Vitvi05_01chr05g16600
GO:0005871,Vitvi05_01chr16g15820
GO:0005871,Vitvi05_01chr18g07760
GO:0005871,Vitvi05_01chr08g17330
GO:0005871,Vitvi05_01chr08g13770
GO:0005871,Vitvi05_01chr14g04100
GO:0005871,Vitvi05_01chr06g13880
GO:0005871,Vitvi05_01chr14g04090
GO:0005871,Vitvi05_01chr11g00490
GO:0005871,Vitvi05_01chr10g05360
GO:0005871,Vitvi05_01chr08g12190
GO:0005871,Vitvi05_01chr19g09790
GO:0005871,Vitvi05_01chr07g05800
GO:0005871,Vitvi05_01chr19g11510
GO:0005871,Vitvi05_01chr18g36430
GO:0005871,Vitvi05_01chr03g07320
GO:0005871,Vitvi05_01chr05g03800
GO:0005871,Vitvi05_01chr19g06940
GO:0005871,Vitvi05_01chr18g36390
GO:0005871,Vitvi05_01chr18g17170
GO:0005871,Vitvi05_01chr07g24640
GO:0005875,Vitvi05_01chr08g24530
GO:0005875,Vitvi05_01chr18g09390
GO:0005875,Vitvi05_01chr17g05990
GO:0005875,Vitvi05_01chr04g00570
GO:0005875,Vitvi05_01chr05g11520
GO:0005875,Vitvi05_01chr05g16600
GO:0005875,Vitvi05_01chr15g14270
GO:0005875,Vitvi05_01chr16g15820
GO:0005875,Vitvi05_01chr18g07760
GO:0005875,Vitvi05_01chr08g17330
GO:0005875,Vitvi05_01chr09g05010
GO:0005875,Vitvi05_01chr08g13770
GO:0005875,Vitvi05_01chr14g04100
GO:0005875,Vitvi05_01chr06g13880
GO:0005875,Vitvi05_01chr14g04090
GO:0005875,Vitvi05_01chr11g00490
GO:0005875,Vitvi05_01chr10g05360
GO:0005875,Vitvi05_01chr08g12190
GO:0005875,Vitvi05_01chr19g09790
GO:0005875,Vitvi05_01chr07g05800
GO:0005875,Vitvi05_01chr19g11510
GO:0005875,Vitvi05_01chr18g36430
GO:0005875,Vitvi05_01chr03g07320
GO:0005875,Vitvi05_01chr05g03800
GO:0005875,Vitvi05_01chr19g06940
GO:0005875,Vitvi05_01chr18g36390
GO:0005875,Vitvi05_01chr18g17170
GO:0005875,Vitvi05_01chr07g24640
GO:0006720,Vitvi05_01chr10g05730
GO:0006720,Vitvi05_01chr10g05870
GO:0006720,Vitvi05_01chr10g05890
GO:0006720,Vitvi05_01chr06g09490
GO:0006720,Vitvi05_01chr04g14920
GO:0006720,Vitvi05_01chr15g19240
GO:0006720,Vitvi05_01chr07g28260
GO:0006720,Vitvi05_01chr11g06550
GO:0006720,Vitvi05_01chr13g26400
GO:0006720,Vitvi05_01chr04g17320
GO:0006720,Vitvi05_01chr18g32850
GO:0006720,Vitvi05_01chr17g11850
GO:0006720,Vitvi05_01chr08g20680
GO:0006720,Vitvi05_01chr13g26300
GO:0006720,Vitvi05_01chr18g13760
GO:0006720,Vitvi05_01chr09g00080
GO:0006720,Vitvi05_01chr10g10490
GO:0006720,Vitvi05_01chr04g16480
GO:0006720,Vitvi05_01chr10g02520
GO:0006720,Vitvi05_01chr01g17140
GO:0006720,Vitvi05_01chr04g04170
GO:0006720,Vitvi05_01chr13g23670
GO:0006720,Vitvi05_01chr18g32860
GO:0006720,Vitvi05_01chr18g12910
GO:0006720,Vitvi05_01chr15g13770
GO:0006720,Vitvi05_01chr12g09080
GO:0006720,Vitvi05_01chr14g06760
GO:0006720,Vitvi05_01chr14g07550
GO:0006720,Vitvi05_01chr02g13570
GO:0006720,Vitvi05_01chr10g02620
GO:0006720,Vitvi05_01chr10g05660
GO:0006720,Vitvi05_01chr10g05620
GO:0006720,Vitvi05_01chr17g00680
GO:0006720,Vitvi05_01chr09g06410
GO:0006720,Vitvi05_01chr17g03270
GO:0006720,Vitvi05_01chr09g06370
GO:0006720,Vitvi05_01chr03g06200
GO:0006720,Vitvi05_01chr03g07070
GO:0006720,Vitvi05_01chr01g04610
GO:0006720,Vitvi05_01chr17g04670
GO:0006720,Vitvi05_01chr14g29640
GO:0006720,Vitvi05_01chr05g20440
GO:0006720,Vitvi05_01chr14g11020
GO:0006721,Vitvi05_01chr10g05730
GO:0006721,Vitvi05_01chr10g05870
GO:0006721,Vitvi05_01chr10g05890
GO:0006721,Vitvi05_01chr04g14920
GO:0006721,Vitvi05_01chr15g19240
GO:0006721,Vitvi05_01chr07g28260
GO:0006721,Vitvi05_01chr11g06550
GO:0006721,Vitvi05_01chr13g26400
GO:0006721,Vitvi05_01chr18g32850
GO:0006721,Vitvi05_01chr17g11850
GO:0006721,Vitvi05_01chr08g20680
GO:0006721,Vitvi05_01chr13g26300
GO:0006721,Vitvi05_01chr09g00080
GO:0006721,Vitvi05_01chr10g10490
GO:0006721,Vitvi05_01chr10g02520
GO:0006721,Vitvi05_01chr01g17140
GO:0006721,Vitvi05_01chr04g04170
GO:0006721,Vitvi05_01chr13g23670
GO:0006721,Vitvi05_01chr18g32860
GO:0006721,Vitvi05_01chr18g12910
GO:0006721,Vitvi05_01chr15g13770
GO:0006721,Vitvi05_01chr12g09080
GO:0006721,Vitvi05_01chr14g06760
GO:0006721,Vitvi05_01chr14g07550
GO:0006721,Vitvi05_01chr10g02620
GO:0006721,Vitvi05_01chr10g05660
GO:0006721,Vitvi05_01chr10g05620
GO:0006721,Vitvi05_01chr17g00680
GO:0006721,Vitvi05_01chr09g06410
GO:0006721,Vitvi05_01chr17g03270
GO:0006721,Vitvi05_01chr09g06370
GO:0006778,Vitvi05_01chr04g14920
GO:0006778,Vitvi05_01chr06g09640
GO:0006778,Vitvi05_01chr14g24230
GO:0006778,Vitvi05_01chr11g06550
GO:0006778,Vitvi05_01chr05g13400
GO:0006778,Vitvi05_01chr07g32090
GO:0006778,Vitvi05_01chr04g02910
GO:0006778,Vitvi05_01chr05g05330
GO:0006778,Vitvi05_01chr14g26200
GO:0006778,Vitvi05_01chr04g04170
GO:0006778,Vitvi05_01chr18g04020
GO:0006778,Vitvi05_01chr05g22740
GO:0006778,Vitvi05_01chr08g08960
GO:0006778,Vitvi05_01chr07g01540
GO:0006778,Vitvi05_01chr06g19830
GO:0006778,Vitvi05_01chr05g04830
GO:0006778,Vitvi05_01chr13g24680
GO:0006778,Vitvi05_01chr18g08640
GO:0006778,Vitvi05_01chr18g12620
GO:0006778,Vitvi05_01chr10g09710
GO:0006778,Vitvi05_01chr01g17950
