Week;Control;StimBlue+;StimBlue+ + NaCl;NaCl
7;;;;0.006638413
7;;;;0.013709204
8;0.003719;-0.000737;0.029523048;0.007801635
8;0.002357;-0.000912;0.021497335;0.004205784
8;0.004136;-0.000559;0.008402444;0.006033855
8;;0.021252;0.019623516;-0.000184713
8;;-0.002501;0.031156259;0.017181006
8;;-0.000283;0.027715316;0.026125226
8;-0.002813;0.006387;0.097684432;0.02036125
8;0.001871;-0.001063;0.047819171;0.009764006
8;0.000257;0.011833;0.044441994;0.014720515
8;0.001829;0.031172;0.093199241;0.025465574
8;-0.000872;0.008428;0.048244854;0.0215559
8;-0.00182;0.108831;0.043247926;0.014645489
8;;;0.038075667;
9;0.194847;0.024673;0.008639;0.006144
9;0.179335;0.02427;0.031541;0.007549
9;0.159348;0.044209;0.007372;0.005922
9;;0.03199;0.007868;0.022314
9;;0.036031;0.020648;0.050943
9;;0.037394;0.013562;0.053248
9;0.060353;0.032916;0.135893;0.120471
9;0.029647;0.090739;0.096428;0.079836
9;0.024274;0.04728;0.101191;0.260697
9;0.045125;0.031377;0.187272;0.053175
9;0.118714;0.076599;0.1574;0.035281
9;0.04535;0.101815;0.285936;0.056148
10;0.083767;0.029634;0.140294749;0.000254716
10;0.088416;0.058845;0.089638728;-0.002922006
10;0.09572;0.0512;0.160763257;-0.00228273
10;;0.040238;0.134557446;0.102356271
10;;0.042829;0.152837942;0.159285339
10;;0.021208;0.082758248;0.122339256
10;0.066204;0.031309;0.172944446;0.263997695
10;0.083137;0.042375;0.145748864;0.310449219
10;0.045458;0.044871;;0.275921428
10;0.062;0.075835;;0.030220243
10;0.091001;0.074177;;0.088599118
10;0.091144;0.050722;;0.055857147
11;0.001997;-0.003179;0.227797;0.078919
11;0.003417;0.004658;0.237614;0.058259
11;0.004047;0.002393;0.135056;0.073062
11;;0.001463;0.058578;0.021213
11;;0.000086;0.100096;0.086419
11;;0.003465;0.027933;0.088902
11;;-0.000283;0.02682;0.066715
11;-0.004973;-0.002866;0.085448;0.091545
11;0.005327;0.001242;0.018249;0.064396
11;0.001528;0.008156;0.094455;-0.003858
11;0.023532;0.009069;0.140407;0.007835
11;0.001971;0.000043;0.188181;0.003703
11;-0.001571;;;
12;0.010298;0.004608;0.131497314;0.050196626
12;0.003485;-0.002889;0.092855231;0.061121392
12;0.005171;0.000473;0.106817552;0.081806192
12;;-0.0076;0.044905177;-0.000081
12;;-0.005348;0.022685051;0.001224163
12;;-0.00283;0.041569359;0.045381955
12;0.000294;0.003474;0.049215092;0.086374607
12;0.00344;0.001086;0.019701013;0.05866848
12;0.0123;0.009918;0.02247499;0.062182302
12;0.022809;0.010433;0.116246553;-0.00158573
12;0.0129;0.013527;0.080747265;0.026997408
12;0.010282;0.015602;0.159149696;0.002715314
13;0.03355;0.01791;0.125628397;0.083753039
13;0.014542;0.027393;0.110754028;0.095613708
13;0.020418;0.024186;0.084268721;0.119513304
13;;0.029548;0.04451397;0.034344574
13;;0.037657;0.054562943;0.059183249
13;;0.031741;0.075494767;0.052482773
13;0.026663;0.038839;0.08231403;0.071304316
13;0.01902;0.044347;0.023924736;0.054474297
13;0.03446;0.048831;0.055857918;0.077476795
13;0.033736;0.035171;0.07760978;0.153936816
13;0.056944;0.027396;0.104170229;0.113427669
13;0.049311;0.022255;0.082698443;0.110088562
13;;;;0.05012493
13;;;;0.036769391
13;;;;0.013735658
;;;;
;;;;
