Week;Control;StimBlue+;StimBlue+ + NaCl;NaCl
7;107.069641;46.20118;126.599226;224.343288
7;71.076836;138.065262;50.342418;131.899968
7;82.385277;157.943878;49.0360944;206.585328
7;57.713551;130.816376;34.39884;85.5761928
7;;;;58.9931708
7;;;;115.3453428
8;28.305645;28.292828;68.5447504;39.4313968
8;22.525696;51.612183;64.4431796;47.440536
8;27.83551;38.178406;53.3699936;70.9258288
8;;65.350113;42.0847;49.7614896
8;;49.845501;54.8937048;132.5751192
8;;50.240108;72.4030464;224.0218624
8;132.501678;42.719116;321.973254;151.8784384
8;35.750618;63.680523;147.5947744;149.1348428
8;38.506035;24.510098;85.7012872;78.2567208
8;25.464403;179.142487;239.6625364;175.080312
8;79.874908;114.41774;43.2434832;157.3773624
8;61.454784;159.246338;99.4229112;96.522528
8;;;27.7734528;
9;186.818176;97.117348;79.01149;95.866173
9;204.970093;117.066307;122.971252;81.242775
9;68.87764;184.448929;80.013107;96.715134
9;;191.419037;110.294052;154.193283
9;;165.39061;37.011696;190.297043
9;;137.960785;9.590209;173.039932
9;219.476685;161.767029;147.621353;85.759323
9;174.392853;243.970383;132.967804;97.618607
9;130.527802;110.007713;106.844772;206.092316
9;87.195007;238.176849;171.943436;155.132782
9;194.033417;211.912598;229.333221;135.894257
9;86.861809;174.727814;232.880524;156.787415
10;164.68454;118.206322;190.2832832;69.3426324
10;133.375351;298.914886;87.6021524;44.65605
10;142.571106;229.005417;127.1033544;72.9240588
10;;173.957825;212.05926;225.8954364
10;;223.828278;192.994192;95.4028936
10;;131.598648;137.9435832;202.7752368
10;212.158569;186.133713;227.14146;317.6239776
10;302.184387;163.963165;192.521896;245.9672192
10;170.088791;181.928177;;173.121744
10;43.049759;42.135887;;151.6813168
10;47.285347;34.063271;;108.3227244
10;54.763115;35.340187;;61.2192256
11;94.326492;77.328384;218.407104;277.683502
11;42.806526;97.774582;252.728638;199.477203
11;46.735283;58.021431;186.302643;263.890869
11;;53.046619;204.125854;198.968658
11;;68.547859;261.950775;272.535675
11;;50.254486;163.558197;296.61441
11;;78.042618;110.084862;164.11087
11;53.847492;106.939186;99.109756;244.339111
11;54.794334;102.579124;221.693756;199.448242
11;112.367538;106.095131;164.58287;68.836403
11;30.831738;108.830811;274.132141;79.164078
11;54.906731;86.281776;266.131012;49.681679
11;67.805176;;;
12;89.602303;79.731445;210.8854816;138.6376832
12;102.901207;83.024612;177.910136;206.8153984
12;49.274242;104.798782;218.797344;269.18982
12;;44.311626;197.911836;102.5561448
12;;71.640953;161.5110336;122.677888
12;;56.647583;189.35201;173.344008
12;114.191811;131.776062;229.55368;269.1428072
12;88.304474;146.816101;149.878632;207.5080288
12;163.385971;116.006798;90.345888;223.8013596
12;140.304474;129.337723;247.940784;66.362688
12;45.940605;156.794861;199.1603556;158.5662104
12;85.969452;166.63942;244.495356;84.4468384
13;50.483646;68.099716;88.96384;69.8053312
13;51.387257;72.223862;91.4390416;86.22352
13;57.760155;78.276871;105.2779776;73.557348
13;;65.174652;106.723;51.333906
13;;67.922211;89.5705824;62.618166
13;;73.629623;94.1791984;86.5809644
13;103.640381;107.427124;84.0884076;86.68222
13;107.038353;96.504166;65.8582352;79.5063596
13;122.889954;119.186844;89.326908;94.80885
13;56.939678;74.059021;120.6459008;87.6353952
13;86.159622;71.948959;120.25769;74.9708808
13;80.75296;71.200119;114.2947744;106.4403504
13;;;;72.367
13;;;;80.52662
13;;;;42.9914496
;;;;
;;;;
