pathway,gene
GO:0007017,Vitvi05_01chr08g24530
GO:0007017,Vitvi05_01chr18g36430
GO:0007017,Vitvi05_01chr12g04560
GO:0007017,Vitvi05_01chr08g13770
GO:0007017,Vitvi05_01chr18g09390
GO:0007017,Vitvi05_01chr16g15820
GO:0007017,Vitvi05_01chr17g05990
GO:0007017,Vitvi05_01chr08g12190
GO:0007017,Vitvi05_01chr06g13880
GO:0007017,Vitvi05_01chr19g09790
GO:0007017,Vitvi05_01chr14g04090
GO:0007017,Vitvi05_01chr04g00570
GO:0007017,Vitvi05_01chr16g11840
GO:0007017,Vitvi05_01chr08g04180
GO:0007017,Vitvi05_01chr14g04100
GO:0007017,Vitvi05_01chr05g03800
GO:0007017,Vitvi05_01chr08g17330
GO:0007017,Vitvi05_01chr18g07760
GO:0007017,Vitvi05_01chr03g07320
GO:0007017,Vitvi05_01chr05g11520
GO:0007017,Vitvi05_01chr05g16600
GO:0007017,Vitvi05_01chr10g05360
GO:0007017,Vitvi05_01chr05g06810
GO:0007017,Vitvi05_01chr11g00490
GO:0007017,Vitvi05_01chr18g32140
GO:0007017,Vitvi05_01chr09g05010
GO:0007018,Vitvi05_01chr18g36390
GO:0007018,Vitvi05_01chr08g24530
GO:0007018,Vitvi05_01chr18g36430
GO:0007018,Vitvi05_01chr08g13770
GO:0007018,Vitvi05_01chr18g09390
GO:0007018,Vitvi05_01chr16g15820
GO:0007018,Vitvi05_01chr17g05990
GO:0007018,Vitvi05_01chr08g12190
GO:0007018,Vitvi05_01chr06g13880
GO:0007018,Vitvi05_01chr19g09790
GO:0007018,Vitvi05_01chr14g04090
GO:0007018,Vitvi05_01chr08g04180
GO:0007018,Vitvi05_01chr14g04100
GO:0007018,Vitvi05_01chr05g03800
GO:0007018,Vitvi05_01chr08g17330
GO:0007018,Vitvi05_01chr18g07760
GO:0007018,Vitvi05_01chr03g07320
GO:0007018,Vitvi05_01chr05g11520
GO:0007018,Vitvi05_01chr05g16600
GO:0007018,Vitvi05_01chr10g05360
GO:0007018,Vitvi05_01chr11g00490
GO:0007018,Vitvi05_01chr18g32140
GO:0007018,Vitvi05_01chr09g05010
GO:0015630,Vitvi05_01chr18g36390
GO:0015630,Vitvi05_01chr15g14270
GO:0015630,Vitvi05_01chr08g24530
GO:0015630,Vitvi05_01chr18g36430
GO:0015630,Vitvi05_01chr19g13290
GO:0015630,Vitvi05_01chr12g04560
GO:0015630,Vitvi05_01chr08g13770
GO:0015630,Vitvi05_01chr04g04080
GO:0015630,Vitvi05_01chr18g09390
GO:0015630,Vitvi05_01chr16g15820
GO:0015630,Vitvi05_01chr17g05990
GO:0015630,Vitvi05_01chr08g12190
GO:0015630,Vitvi05_01chr06g13880
GO:0015630,Vitvi05_01chr19g09790
GO:0015630,Vitvi05_01chr14g04090
GO:0015630,Vitvi05_01chr04g00570
GO:0015630,Vitvi05_01chr07g27480
GO:0015630,Vitvi05_01chr08g15540
GO:0015630,Vitvi05_01chr16g11840
GO:0015630,Vitvi05_01chr08g04180
GO:0015630,Vitvi05_01chr18g10580
GO:0015630,Vitvi05_01chr14g04100
GO:0015630,Vitvi05_01chr05g03800
GO:0015630,Vitvi05_01chr08g17330
GO:0015630,Vitvi05_01chr18g07760
GO:0015630,Vitvi05_01chr03g07320
GO:0015630,Vitvi05_01chr03g17930
GO:0015630,Vitvi05_01chr03g12990
GO:0015630,Vitvi05_01chr05g11520
GO:0015630,Vitvi05_01chr05g16600
GO:0015630,Vitvi05_01chr10g05360
GO:0015630,Vitvi05_01chr04g05060
GO:0015630,Vitvi05_01chr16g02800
GO:0015630,Vitvi05_01chr11g00490
GO:0015630,Vitvi05_01chr18g32140
GO:0015630,Vitvi05_01chr09g05010
GO:0032182,Vitvi05_01chr13g13690
GO:0032182,Vitvi05_01chr13g13680
GO:0033037,Vitvi05_01chr09g19950
GO:0033037,Vitvi05_01chr09g19530
GO:0033037,Vitvi05_01chr09g19700
GO:0033037,Vitvi05_01chr14g28470
GO:0033037,Vitvi05_01chr09g19710
GO:0033037,Vitvi05_01chr09g19620
GO:0033037,Vitvi05_01chr09g19420
GO:0033037,Vitvi05_01chr14g28460
GO:0033037,Vitvi05_01chr09g17580
GO:0033037,Vitvi05_01chr09g17640
GO:0033037,Vitvi05_01chr03g07540
GO:0033037,Vitvi05_01chr18g16120
GO:0033037,Vitvi05_01chr09g19550
GO:0033037,Vitvi05_01chr14g28860
GO:0033037,Vitvi05_01chr14g28490
GO:0033037,Vitvi05_01chr04g11930
GO:0033037,Vitvi05_01chr09g20000
GO:0033037,Vitvi05_01chr10g13110
GO:0033037,Vitvi05_01chr09g13340
GO:0033037,Vitvi05_01chr09g19360
GO:0033037,Vitvi05_01chr17g17710
GO:0033037,Vitvi05_01chr09g19520
GO:0033037,Vitvi05_01chr09g19310
