pathway,gene
GO:0019199,Vitvi05_01chr02g11570
GO:0019199,Vitvi05_01chr09g20000
GO:0019199,Vitvi05_01chr07g23040
GO:0019199,Vitvi05_01chr18g00280
GO:0019199,Vitvi05_01chr09g19570
GO:0019199,Vitvi05_01chr14g28470
GO:0019199,Vitvi05_01chr10g10710
GO:0019199,Vitvi05_01chr01g12500
GO:0019199,Vitvi05_01chr04g13450
GO:0019199,Vitvi05_01chr12g00960
GO:0019199,Vitvi05_01chr07g03420
GO:0019199,Vitvi05_01chr09g17640
GO:0019199,Vitvi05_01chr07g23150
GO:0019199,Vitvi05_01chr09g19640
GO:0019199,Vitvi05_01chr18g11650
GO:0019199,Vitvi05_01chr18g00270
GO:0019199,Vitvi05_01chr14g28460
GO:0019199,Vitvi05_01chr09g17310
GO:0019199,Vitvi05_01chr18g03290
GO:0019199,Vitvi05_01chr09g19520
GO:0019199,Vitvi05_01chr07g28100
GO:0019199,Vitvi05_01chr03g09740
GO:0019199,Vitvi05_01chr15g12920
GO:0019199,Vitvi05_01chr14g28490
GO:0019199,Vitvi05_01chr09g19660
GO:0019199,Vitvi05_01chr09g21680
GO:0019199,Vitvi05_01chr09g19940
GO:0019199,Vitvi05_01chr09g19530
GO:0019199,Vitvi05_01chr18g17320
GO:0019199,Vitvi05_01chr16g14800
GO:0019199,Vitvi05_01chr04g02320
GO:0019199,Vitvi05_01chr06g04420
GO:0019199,Vitvi05_01chr09g17280
GO:0019199,Vitvi05_01chr09g19950
GO:0019199,Vitvi05_01chr10g01960
GO:0019199,Vitvi05_01chr13g24700
GO:0019199,Vitvi05_01chr09g19750
GO:0019199,Vitvi05_01chr05g19940
GO:0019199,Vitvi05_01chr15g13860
GO:0019199,Vitvi05_01chr11g04600
GO:0019199,Vitvi05_01chr18g01220
GO:0019199,Vitvi05_01chr09g17350
GO:0019199,Vitvi05_01chr10g13110
GO:0019199,Vitvi05_01chr08g10730
GO:0019199,Vitvi05_01chr07g24440
GO:0019199,Vitvi05_01chr14g28860
GO:0019199,Vitvi05_01chr09g00120
GO:0019199,Vitvi05_01chr12g08030
GO:0019199,Vitvi05_01chr09g03910
GO:0019199,Vitvi05_01chr12g02810
GO:0019199,Vitvi05_01chr04g02220
GO:0019199,Vitvi05_01chr09g17010
GO:0019199,Vitvi05_01chr06g04090
GO:0019199,Vitvi05_01chr04g17160
GO:0019199,Vitvi05_01chr08g13840
GO:0019199,Vitvi05_01chr05g09230
GO:0019199,Vitvi05_01chr16g12450
GO:0019199,Vitvi05_01chr13g02780
GO:0019199,Vitvi05_01chr18g17650
GO:0019199,Vitvi05_01chr09g04870
GO:0043288,Vitvi05_01chr18g32770
GO:0043288,Vitvi05_01chr18g32870
GO:0043288,Vitvi05_01chr18g32850
GO:0043288,Vitvi05_01chr18g32800
GO:0043288,Vitvi05_01chr04g22630
GO:0043288,Vitvi05_01chr18g32860
GO:0043288,Vitvi05_01chr12g11840
GO:0044036,Vitvi05_01chr12g14500
GO:0044036,Vitvi05_01chr18g34730
GO:0044036,Vitvi05_01chr19g02180
GO:0044036,Vitvi05_01chr01g04250
GO:0044036,Vitvi05_01chr17g14750
GO:0044036,Vitvi05_01chr12g14170
GO:0044036,Vitvi05_01chr03g10180
GO:0044036,Vitvi05_01chr08g05930
GO:0044036,Vitvi05_01chr19g06990
GO:0044036,Vitvi05_01chr05g21180
GO:0044036,Vitvi05_01chr18g13560
GO:0044036,Vitvi05_01chr13g00830
GO:0044036,Vitvi05_01chr09g19180
GO:0044036,Vitvi05_01chr11g10570
GO:0044036,Vitvi05_01chr12g14480
GO:0044036,Vitvi05_01chr18g11980
GO:0044036,Vitvi05_01chr04g23880
GO:0044036,Vitvi05_01chr17g09260
GO:0044036,Vitvi05_01chr08g03750
GO:0044036,Vitvi05_01chr14g18860
GO:0044036,Vitvi05_01chr08g24240
GO:0044036,Vitvi05_01chr18g25340
GO:0044036,Vitvi05_01chr07g17070
GO:0044036,Vitvi05_01chr04g04190
GO:0044036,Vitvi05_01chr13g01510
GO:0044036,Vitvi05_01chr04g19190
GO:0044036,Vitvi05_01chr08g08920
GO:0044036,Vitvi05_01chr17g07720
GO:0044036,Vitvi05_01chr19g09630
GO:0044036,Vitvi05_01chr18g03780
GO:0044036,Vitvi05_01chr04g07390
GO:0044036,Vitvi05_01chr04g18610
GO:0044036,Vitvi05_01chr15g18320
GO:0044036,Vitvi05_01chr10g15060
GO:0044036,Vitvi05_01chr01g12860
GO:0044036,Vitvi05_01chr02g19220
GO:0044036,Vitvi05_01chr13g08920
GO:0044036,Vitvi05_01chr14g30180
GO:0044036,Vitvi05_01chr07g27610
GO:0044036,Vitvi05_01chr18g14840
GO:0044036,Vitvi05_01chr18g18430
GO:0045491,Vitvi05_01chr12g14500
GO:0045491,Vitvi05_01chr19g02180
GO:0045491,Vitvi05_01chr01g04250
GO:0045491,Vitvi05_01chr12g14170
GO:0045491,Vitvi05_01chr03g10180
GO:0045491,Vitvi05_01chr08g05930
GO:0045491,Vitvi05_01chr19g06990
GO:0045491,Vitvi05_01chr18g13560
GO:0045491,Vitvi05_01chr13g00830
GO:0045491,Vitvi05_01chr12g14480
GO:0045491,Vitvi05_01chr18g11980
GO:0045491,Vitvi05_01chr04g23880
GO:0045491,Vitvi05_01chr08g03750
GO:0045491,Vitvi05_01chr18g25340
GO:0045491,Vitvi05_01chr04g04190
GO:0045491,Vitvi05_01chr13g01510
GO:0071554,Vitvi05_01chr09g19710
GO:0071554,Vitvi05_01chr12g14500
GO:0071554,Vitvi05_01chr18g02530
GO:0071554,Vitvi05_01chr01g13450
GO:0071554,Vitvi05_01chr06g22230
GO:0071554,Vitvi05_01chr08g20070
GO:0071554,Vitvi05_01chr18g16120
GO:0071554,Vitvi05_01chr19g00710
GO:0071554,Vitvi05_01chr05g01300
GO:0071554,Vitvi05_01chr18g34730
GO:0071554,Vitvi05_01chr10g24550
GO:0071554,Vitvi05_01chr19g02180
GO:0071554,Vitvi05_01chr12g06700
GO:0071554,Vitvi05_01chr09g19330
GO:0071554,Vitvi05_01chr01g04250
GO:0071554,Vitvi05_01chr09g17430
GO:0071554,Vitvi05_01chr01g12560
GO:0071554,Vitvi05_01chr10g01650
GO:0071554,Vitvi05_01chr09g13340
GO:0071554,Vitvi05_01chr10g13100
GO:0071554,Vitvi05_01chr09g19320
GO:0071554,Vitvi05_01chr12g08630
GO:0071554,Vitvi05_01chr13g26550
GO:0071554,Vitvi05_01chr09g19310
GO:0071554,Vitvi05_01chr17g14750
GO:0071554,Vitvi05_01chr12g14170
GO:0071554,Vitvi05_01chr09g17580
GO:0071554,Vitvi05_01chr09g19360
GO:0071554,Vitvi05_01chr00g08630
GO:0071554,Vitvi05_01chr09g19410
GO:0071554,Vitvi05_01chr03g10180
GO:0071554,Vitvi05_01chr08g05930
GO:0071554,Vitvi05_01chr19g06990
GO:0071554,Vitvi05_01chr07g10220
GO:0071554,Vitvi05_01chr14g26480
GO:0071554,Vitvi05_01chr09g19390
GO:0071554,Vitvi05_01chr05g21180
GO:0071554,Vitvi05_01chr09g20000
GO:0071554,Vitvi05_01chr18g13560
GO:0071554,Vitvi05_01chr15g04790
GO:0071554,Vitvi05_01chr10g08170
GO:0071554,Vitvi05_01chr12g15470
GO:0071554,Vitvi05_01chr13g00830
GO:0071554,Vitvi05_01chr16g13030
GO:0071554,Vitvi05_01chr09g19180
GO:0071554,Vitvi05_01chr09g19570
GO:0071554,Vitvi05_01chr14g28470
GO:0071554,Vitvi05_01chr16g07790
GO:0071554,Vitvi05_01chr11g10570
GO:0071554,Vitvi05_01chr08g17010
GO:0071554,Vitvi05_01chr12g14480
GO:0071554,Vitvi05_01chr18g11980
GO:0071554,Vitvi05_01chr13g26480
GO:0071554,Vitvi05_01chr07g03420
GO:0071554,Vitvi05_01chr09g17640
GO:0071554,Vitvi05_01chr04g23880
GO:0071554,Vitvi05_01chr16g06760
GO:0071554,Vitvi05_01chr09g19640
GO:0071554,Vitvi05_01chr17g09260
GO:0071554,Vitvi05_01chr10g10800
GO:0071554,Vitvi05_01chr14g28460
GO:0071554,Vitvi05_01chr18g24350
GO:0071554,Vitvi05_01chr09g17310
GO:0071554,Vitvi05_01chr18g00190
GO:0071554,Vitvi05_01chr09g19520
GO:0071554,Vitvi05_01chr18g00340
GO:0071554,Vitvi05_01chr11g05340
GO:0071554,Vitvi05_01chr14g28490
GO:0071554,Vitvi05_01chr09g19660
GO:0071554,Vitvi05_01chr08g03750
GO:0071554,Vitvi05_01chr03g04750
GO:0071554,Vitvi05_01chr09g19940
GO:0071554,Vitvi05_01chr09g19530
GO:0071554,Vitvi05_01chr14g18860
GO:0071554,Vitvi05_01chr08g24240
GO:0071554,Vitvi05_01chr18g25340
GO:0071554,Vitvi05_01chr07g17070
GO:0071554,Vitvi05_01chr14g19020
GO:0071554,Vitvi05_01chr10g04110
GO:0071554,Vitvi05_01chr04g04190
GO:0071554,Vitvi05_01chr13g01510
GO:0071554,Vitvi05_01chr07g29020
GO:0071554,Vitvi05_01chr07g21750
GO:0071554,Vitvi05_01chr09g17280
GO:0071554,Vitvi05_01chr09g19950
GO:0071554,Vitvi05_01chr16g12860
GO:0071554,Vitvi05_01chr16g02250
GO:0071554,Vitvi05_01chr09g19750
GO:0071554,Vitvi05_01chr04g10770
GO:0071554,Vitvi05_01chr04g19190
GO:0071554,Vitvi05_01chr08g08920
GO:0071554,Vitvi05_01chr17g17840
GO:0071554,Vitvi05_01chr08g21990
GO:0071554,Vitvi05_01chr13g09100
GO:0071554,Vitvi05_01chr09g17350
GO:0071554,Vitvi05_01chr10g13110
GO:0071554,Vitvi05_01chr16g10750
GO:0071554,Vitvi05_01chr01g10690
GO:0071554,Vitvi05_01chr17g07720
GO:0071554,Vitvi05_01chr04g06420
GO:0071554,Vitvi05_01chr19g09630
GO:0071554,Vitvi05_01chr01g00390
GO:0071554,Vitvi05_01chr14g28860
GO:0071554,Vitvi05_01chr19g00490
GO:0071554,Vitvi05_01chr18g03780
GO:0071554,Vitvi05_01chr04g07390
GO:0071554,Vitvi05_01chr03g11800
GO:0071554,Vitvi05_01chr15g17830
GO:0071554,Vitvi05_01chr10g17670
GO:0071554,Vitvi05_01chr04g02220
GO:0071554,Vitvi05_01chr18g11310
GO:0071554,Vitvi05_01chr04g18610
GO:0071554,Vitvi05_01chr15g18320
GO:0071554,Vitvi05_01chr18g23950
GO:0071554,Vitvi05_01chr10g15060
GO:0071554,Vitvi05_01chr01g12860
GO:0071554,Vitvi05_01chr18g13890
GO:0071554,Vitvi05_01chr02g19220
GO:0071554,Vitvi05_01chr14g00790
GO:0071554,Vitvi05_01chr14g30330
GO:0071554,Vitvi05_01chr13g08920
GO:0071554,Vitvi05_01chr14g30180
GO:0071554,Vitvi05_01chr07g09680
GO:0071554,Vitvi05_01chr01g18810
GO:0071554,Vitvi05_01chr16g11860
GO:0071554,Vitvi05_01chr05g06700
GO:0071554,Vitvi05_01chr12g04650
GO:0071554,Vitvi05_01chr07g27610
GO:0071554,Vitvi05_01chr18g14840
GO:0071554,Vitvi05_01chr18g18430
GO:0071555,Vitvi05_01chr09g19710
GO:0071555,Vitvi05_01chr18g02530
GO:0071555,Vitvi05_01chr01g13450
GO:0071555,Vitvi05_01chr06g22230
GO:0071555,Vitvi05_01chr08g20070
GO:0071555,Vitvi05_01chr18g16120
GO:0071555,Vitvi05_01chr18g34730
GO:0071555,Vitvi05_01chr09g19330
GO:0071555,Vitvi05_01chr09g17430
GO:0071555,Vitvi05_01chr01g12560
GO:0071555,Vitvi05_01chr10g01650
GO:0071555,Vitvi05_01chr09g13340
GO:0071555,Vitvi05_01chr10g13100
GO:0071555,Vitvi05_01chr09g19320
GO:0071555,Vitvi05_01chr12g08630
GO:0071555,Vitvi05_01chr09g19310
GO:0071555,Vitvi05_01chr17g14750
GO:0071555,Vitvi05_01chr09g17580
GO:0071555,Vitvi05_01chr09g19360
GO:0071555,Vitvi05_01chr09g19410
GO:0071555,Vitvi05_01chr08g05930
GO:0071555,Vitvi05_01chr19g06990
GO:0071555,Vitvi05_01chr14g26480
GO:0071555,Vitvi05_01chr09g19390
GO:0071555,Vitvi05_01chr05g21180
GO:0071555,Vitvi05_01chr09g20000
GO:0071555,Vitvi05_01chr18g13560
GO:0071555,Vitvi05_01chr15g04790
GO:0071555,Vitvi05_01chr12g15470
GO:0071555,Vitvi05_01chr16g13030
GO:0071555,Vitvi05_01chr09g19180
GO:0071555,Vitvi05_01chr09g19570
GO:0071555,Vitvi05_01chr14g28470
GO:0071555,Vitvi05_01chr11g10570
GO:0071555,Vitvi05_01chr07g03420
GO:0071555,Vitvi05_01chr09g17640
GO:0071555,Vitvi05_01chr09g19640
GO:0071555,Vitvi05_01chr14g28460
GO:0071555,Vitvi05_01chr09g17310
GO:0071555,Vitvi05_01chr09g19520
GO:0071555,Vitvi05_01chr11g05340
GO:0071555,Vitvi05_01chr14g28490
GO:0071555,Vitvi05_01chr09g19660
GO:0071555,Vitvi05_01chr09g19940
GO:0071555,Vitvi05_01chr09g19530
GO:0071555,Vitvi05_01chr14g18860
GO:0071555,Vitvi05_01chr08g24240
GO:0071555,Vitvi05_01chr07g17070
GO:0071555,Vitvi05_01chr07g29020
GO:0071555,Vitvi05_01chr07g21750
GO:0071555,Vitvi05_01chr09g17280
GO:0071555,Vitvi05_01chr09g19950
GO:0071555,Vitvi05_01chr16g12860
GO:0071555,Vitvi05_01chr09g19750
GO:0071555,Vitvi05_01chr17g17840
GO:0071555,Vitvi05_01chr08g21990
GO:0071555,Vitvi05_01chr13g09100
GO:0071555,Vitvi05_01chr09g17350
GO:0071555,Vitvi05_01chr10g13110
GO:0071555,Vitvi05_01chr19g09630
GO:0071555,Vitvi05_01chr14g28860
GO:0071555,Vitvi05_01chr18g03780
GO:0071555,Vitvi05_01chr04g07390
GO:0071555,Vitvi05_01chr04g02220
GO:0071555,Vitvi05_01chr18g11310
GO:0071555,Vitvi05_01chr04g18610
GO:0071555,Vitvi05_01chr15g18320
GO:0071555,Vitvi05_01chr18g23950
GO:0071555,Vitvi05_01chr02g19220
GO:0071555,Vitvi05_01chr14g00790
GO:0071555,Vitvi05_01chr14g30330
GO:0071555,Vitvi05_01chr13g08920
GO:0071555,Vitvi05_01chr14g30180
GO:0071555,Vitvi05_01chr07g09680
GO:1902644,Vitvi05_01chr18g32770
GO:1902644,Vitvi05_01chr18g32870
GO:1902644,Vitvi05_01chr18g32850
GO:1902644,Vitvi05_01chr18g32800
GO:1902644,Vitvi05_01chr04g22630
GO:1902644,Vitvi05_01chr18g32860
GO:1902644,Vitvi05_01chr12g11840
